pop_size,init_infected,r0,expected_recovery_time,expected_incubation_time,expected_time_to_hospital,test_percentage,max_hospital
1000,25,1.4050438492368948,5.5501222310697305,4.748951908488738,4.172896310678949,11.711713950199886,11.88022791679077
1000,25,2.200767411491171,13.608182771887776,3.2115082322496065,5.259029866234804,2.950726720865602,44.58960595918342
1000,25,1.759524329028902,10.763296060673254,2.1169465457657384,13.518574662504053,1.7687332753473806,29.69800909386324
1000,25,1.1546544024475136,8.531122755002773,1.3525822374572658,13.884716146171462,5.432402437047344,9.975424532789047
1000,25,1.5585418703967704,6.124023844483537,1.7473295030710494,10.940780381197888,11.416685321192759,11.360616847276427
1000,25,1.701179174203048,4.3456304187430845,3.5417092147977263,13.86728113185936,8.798992812138986,8.224474525211292
1000,25,2.4435935359828616,2.7335239852199913,2.284291684769511,6.69973250956652,18.845969952336244,23.676687075636554
1000,25,2.4468754225540486,3.3262373225755217,2.468406276199517,7.328400710016271,18.662079744209308,23.7932982649806
1000,25,1.6249107776406375,7.665557647644841,3.9188144135761815,4.324688985317994,8.46596462111789,15.959054747831567
1000,25,2.98419801453655,10.08090102966761,4.521242661852763,5.519793869596083,14.279032135049148,58.890948046262665
1000,25,1.8094496107067053,11.522062628767097,3.619146780482738,8.03375848643544,9.218117180249914,17.67031951271949
1000,25,1.2071528334258876,1.1410689709898647,1.9304587994498417,12.468100368161405,13.55095748461161,1.539382511016008
1000,25,1.0380772960550217,6.73460669333791,1.9519635959807085,4.023424190267759,13.14185276929906,13.612616590796224
1000,25,2.0857411185371606,12.896282400434073,4.573274548336837,8.160103365602188,17.768109668316434,17.398243560881323
1000,25,2.0492824227029387,6.779747692864854,2.772624199385473,5.153166879222499,16.062688410989416,19.637241967420305
1000,25,1.474441640392713,4.164655724403344,1.4121095688267222,11.964579557454963,2.733764154683005,13.13708478955056
1000,25,1.3286265362257474,12.478110172545163,4.803024929670455,12.599418796120677,3.6728093992994237,12.48359405894957
1000,25,1.9779609242686143,10.406714947444485,3.676578013607544,11.874592119146332,9.063443579113226,18.06446205548433
1000,25,2.8530055074001965,8.768465419445992,3.402659825816164,3.3432603126252083,8.429805663258989,75.53382137563506
1000,25,1.1011190692661967,12.451533105388924,4.928822326516562,3.351270767326422,3.6497862510879053,17.126835312024806
1000,25,1.1980119636566768,9.3397850862486,1.5195567922727862,1.4306200801659203,7.856653821514357,20.371177928865343
1000,25,1.8073815169774041,12.524932678046113,4.429830080060492,12.081330247686868,4.196639788736222,19.59598157088035
1000,25,1.6409320530206866,6.69750954844704,4.905086152376221,7.2340019414858485,8.544459715596425,12.177856884485708
1000,25,2.2649574503684633,11.009279682586124,1.2871403210622527,9.16219328438525,0.05048087219422959,83.74421965692473
1000,25,2.7444735974865018,2.522562231069781,1.7348624225393579,8.69936035953186,0.08133326722582046,51.59479296488409
1000,25,2.2824435835360566,4.985740972332345,3.4099476653070315,10.917972273862066,6.1692514221151455,32.0862345950268
1000,25,2.4210189626132115,2.9029454368934138,2.556680971495759,6.263841799995274,11.449198278123427,31.13742761833383
1000,25,1.1929549040680498,11.527344172962598,4.796934480225554,8.793242113832223,7.891404322459598,12.340511089346004
1000,25,1.8509078205327398,11.813011793183545,3.251655247951549,12.923935865132059,11.409800111784055,15.036220672339425
1000,25,2.0506698074602205,7.460857075193349,1.1287890242859757,9.616352402667765,18.827152466351144,19.468322582514798
1000,25,2.750040095113138,3.065031943465005,4.131251968616979,1.5937853724190374,17.708535637483187,38.3863414117745
1000,25,1.1873683426263613,11.475798970452786,4.108560469883463,1.1403106475374756,5.233693977758285,20.564995312714668
1000,25,2.830564480087943,7.8668462145096,1.594483831060292,2.6221427847219534,11.381859096845659,84.15520129174277
1000,25,1.9096134083291598,6.3541763712321355,4.63462391206313,5.497701260235687,6.577282785641514,18.576749151260984
1000,25,2.1091473746217457,10.395757256349729,3.3721801512869414,9.263163070626696,8.783234907144264,25.049500272479815
1000,25,1.1145410720054167,11.21861728274287,4.314284604343648,11.666568441324687,13.222729132333491,10.160410996101817
1000,25,2.702468076452555,5.448264163816097,3.480754894169701,9.817241944377146,19.883049331618594,25.053152631786332
1000,25,1.540821473624354,2.370652432546083,2.4850539743120352,7.384828294431561,13.535185288974889,6.333346718580317
1000,25,1.6057529672881288,9.409689725540005,2.076038552227587,10.711653753852202,16.53317559367211,12.67929868451488
1000,25,2.529365787859642,8.984433363187312,2.2124410936580063,10.465283608478614,14.797349781015235,36.62966563429024
1000,25,2.355795027518049,8.121967072290207,2.5601290299750663,11.565178493864172,2.9229721349603133,60.8992825413332
1000,25,2.7891238852729288,12.525720933018526,4.005902213558919,12.579651362333728,13.803745561620957,39.15775633884206
1000,25,1.7028543133019105,5.529147362401613,1.2826916776295736,10.555530276618615,15.941145443909225,12.274567144293911
1000,25,2.59678430573607,6.051973189962734,4.495671498153547,4.068988217648317,13.422380577794382,37.667795466620696
1000,25,1.6415751888960073,7.890179647367522,2.458232314832539,5.306978225225926,13.573488267717762,16.189724272124145
1000,25,2.302294890478567,7.084174020965185,2.8258122830024828,11.81782739245676,9.629020945733613,30.787254424378304
1000,25,2.8455513465015665,2.638641346177895,4.198661084610087,8.145443245179305,6.612258316924096,31.189279356588443
1000,25,2.0658163544154613,9.361841568890227,1.276482580657654,3.529815124582732,8.198216479577049,33.25698248977301
1000,25,2.55299992093268,3.4613497800752224,4.433133616948036,6.7203507700535114,17.398898278402818,18.987568064121348
1000,25,2.3510137309017027,8.767561655755543,2.939178212392633,13.412912431523802,17.072751994627097,19.17317757726524
