pop_size,init_infected,r0,expected_recovery_time,expected_incubation_time,expected_time_to_hospital,test_percentage,max_hospital
1000,25,2.114998185012652,3.6517114615784245,3.954151356857994,12.207266115188633,18.06526386268971,8.19053748978706
1000,25,2.0118951884246163,10.50217612030537,2.1515597481148543,4.498163377527882,12.043762314197837,23.95828481466479
1000,25,2.359827597000919,10.423240841572364,2.0065609667469038,10.82477010687886,14.0455419466466,30.83555526708798
1000,25,2.4727739257212957,12.84999982149045,4.773678604703549,3.9986220301219344,13.630160549889393,35.470697503480245
1000,25,1.631403479257665,3.1596721981432516,4.650655906190892,5.787137499789576,11.811374611979849,7.5717260574051615
1000,25,1.9615283563632049,7.068133958386452,3.647030414631228,9.891038227734473,9.641978618405727,16.748002636909877
1000,25,1.2964756369489308,10.648347972754534,4.2097581218564235,3.238261052561162,10.840757876256282,17.034405555121115
1000,25,1.4980481587694023,9.069101403646576,4.320556340128225,7.98005999112224,6.0180107555350855,13.613413949407626
1000,25,1.7911279686011603,3.0024420137336083,4.123504994804412,6.4939823340331,12.408920534308233,8.390160097492714
1000,25,1.6429284449138282,10.426569230088429,4.903050338539846,7.787429447789951,2.044782806961352,17.988605916628835
1000,25,2.5271030073218377,1.2989710851558811,4.650715793655395,12.605928363004189,0.3951559340691446,8.758868286942421
1000,25,1.8546899190534967,1.2398798937763502,1.202593798969574,1.4302668168191983,0.13167481307155834,28.95583450699771
1000,25,2.5054917191645103,9.578557344962382,1.1447188100497259,13.903911098430175,3.165602808013448,80.39511221072648
1000,25,2.9231384164008736,2.5817038515759245,2.350293755305862,1.4635824831834126,19.650547313912025,60.08821896342109
1000,25,2.9577868521932373,13.429105851096153,3.240489220545323,13.886122245131878,19.948219733438183,37.45339831671993
1000,25,1.442651070330966,12.245951511046663,2.042371012753944,1.4874801951258847,1.6669580481025426,21.669823622585977
1000,25,1.1772883766796316,13.452805463375602,3.122731750282166,2.883592303104963,18.015705997714505,18.56135986987423
1000,25,2.732362710504046,4.823568530786446,1.0387931387149285,3.553458602899191,7.081381111251832,97.12020598292199
1000,25,1.2709741501820793,5.491139612671403,1.1474642902718695,7.094475212014786,0.22108899129888115,13.97219371182474
1000,25,1.9205777278943266,6.81519401821248,2.7392594275842415,5.126637787973691,19.38729324047461,16.649783965161443
1000,25,1.1235510606406007,1.1966277997213026,2.898261861209598,13.498737780725179,9.007985408955966,1.2765083395003465
1000,25,1.7371413311647843,12.31036847200902,2.2456850110795683,13.634824821158949,7.864489274379012,16.483472820633338
1000,25,2.9216706264894277,1.2798775699542058,1.4837409183557755,9.097462035892546,5.386317168887276,24.53136442490061
1000,25,1.2285891040602333,1.3469193310404317,2.753217214022686,1.3652116276635848,14.185253253540576,8.62399459326907
1000,25,2.789225966272066,7.559248690437514,4.965320673520836,2.7129723100711045,0.17609209901195078,86.43019706716146
1000,25,2.454898910429706,1.0754922554154325,4.1277618308265955,7.351890673740903,18.846271033097885,5.2165847861171875
1000,25,2.1429053914851552,8.15324521426042,2.182158047820955,10.341767250241842,18.912876912618096,17.416907052688714
1000,25,1.9220644950188968,13.942026355481506,1.5589906722278117,11.832334010596043,1.7178571520587926,41.399337601237086
1000,25,1.4707817162909935,4.049858217203427,1.0574724413445766,13.193864349766775,4.783042916850078,11.50470658563135
1000,25,2.7202397656772064,6.103350756160984,3.875134711588091,1.0113156135040686,11.621231920625759,52.192412941602036
